Data,Descrição,Entrada de Dinheiro (R$),Entrada de bônus (R$),Saída de Dinheiro (R$),Saída de bônus (R$),Saldos em Dinheiro (R$)
30-jan-26 16:23:23,"Al-Kholood Club x Al Nassr / Mais/Menos de 2,5 Gols Ref: 1769801003852",199.05,--,--,--,"6,299.28"
30-jan-26 15:48:55,"Dinamo Bucareste x ACS Petrolul 52 / 0,5 gols no primeiro tempo Ref: 1769798935851",--,--,-400.00,--,"6,100.23"
29-jan-26 17:43:40,"Ludogorets x Nice / 0,5 gols no primeiro tempo Ref: 1769719419850",--,--,-38.77,--,"6,500.23"
29-jan-26 17:43:02,"Stuttgart x Young Boys / 2,5 gols no primeiro tempo Ref: 1769719381849",296.69,--,--,--,"6,539.00"
28-jan-26 21:13:16,"Santa Fé x Deportivo Pereira / 0,5 gols no primeiro tempo Ref: 1769645596848",342.31,--,--,--,"6,242.31"
28-jan-26 20:21:20,"Fluminense x Grêmio / 0,5 gols no primeiro tempo Ref: 1769642480847",--,--,-41.10,--,"5,900.00"
28-jan-26 17:38:22,Arsenal x Kairat Almaty / Placar no intervalo Ref: 1769632702846,222.52,--,--,--,"5,941.10"
27-jan-26 18:41:03,"Cardiff x Barnsley / Mais/Menos de 4,5 Gols Ref: 1769550063845",82.84,--,--,--,"5,718.58"
27-jan-26 16:20:43,"Sekhukhune United x Mamelodi Sundowns / Mais/Menos de 0,5 Gols Ref: 1769541642844",278.44,--,--,--,"5,635.74"
26-jan-26 17:54:21,"Porto x Gil Vicente / 0,5 gols no primeiro tempo Ref: 1769460861843",357.30,--,--,--,"5,357.30"
26-jan-26 16:46:28,"ADO Den Haag x Vitesse Arnhem / 0,5 gols no primeiro tempo Ref: 1769456787842",--,--,-290.00,--,"5,000.00"
25-jan-26 20:51:06,"Internacional x Grêmio / 2,5 gols no primeiro tempo Ref: 1769385066841",--,--,-5.89,--,"5,290.00"
25-jan-26 15:44:33,"Benfica x Club Football Estrela / 0,5 gols no primeiro tempo Ref: 1769366673840",259.14,--,--,--,"5,295.89"
25-jan-26 15:08:00,Deposit Ref: 1769364479839,200.00,--,--,--,"5,036.75"
25-jan-26 15:03:52,"Metz x Lyon / Mais/Menos de 6,5 Gols Ref: 1769364232838",--,--,-163.97,--,"4,836.75"
25-jan-26 14:33:47,"Feyenoord x Heracles / Mais/Menos de 4,5 Gols Ref: 1769362427837",--,--,-176.00,--,"5,000.72"
25-jan-26 14:17:29,"Al Najma Club x Al-Quadisiya (KSA) / Mais/Menos de 4,5 Gols Ref: 1769361448836",58.90,--,--,--,"5,176.72"
25-jan-26 14:00:18,"Arsenal x Manchester United / 0,5 gols no primeiro tempo Ref: 1769360418835",274.16,--,--,--,"5,117.82"
25-jan-26 11:39:39,"Paderborn x Preussen Munster / Mais/Menos de 2,5 Gols Ref: 1769351979834",199.04,--,--,--,"4,843.66"
25-jan-26 11:39:01,"Paderborn x Preussen Munster / Mais/Menos de 2,5 Gols Ref: 1769351941833",400.00,--,--,--,"4,644.62"
25-jan-26 11:27:27,"Paderborn x Preussen Munster / Mais/Menos de 2,5 Gols Ref: 1769351247832",--,--,-400.00,--,"4,244.62"
25-jan-26 11:21:44,"Paderborn x Preussen Munster / Mais/Menos de 2,5 Gols Ref: 1769350903831",--,--,-199.04,--,"4,644.62"
25-jan-26 11:19:53,"Paderborn x Preussen Munster / Mais/Menos de 2,5 Gols Ref: 1769350793830",199.04,--,--,--,"4,843.66"
24-jan-26 18:02:17,"Estoril Praia x Guimarães / 0,5 gols no primeiro tempo Ref: 1769288537829",375.56,--,--,--,"4,644.62"
24-jan-26 17:47:42,"Twente x Excelsior / 0,5 gols no primeiro tempo Ref: 1769287661828",--,--,-400.00,--,"4,269.06"
24-jan-26 14:54:39,"Brugge x Zulte-Waregem / 1,5 gols no primeiro tempo Ref: 1769277278827",289.06,--,--,--,"4,669.06"
24-jan-26 13:54:56,"Valencia x Espanyol / Mais/Menos de 3,5 Gols Ref: 1769273696826",--,--,-12.43,--,"4,380.00"
24-jan-26 13:39:51,"Motherwell x Kilmarnock / Mais/Menos de 3,5 Gols Ref: 1769272790825",225.34,--,--,--,"4,392.43"
24-jan-26 12:46:21,"Bristol City x Sheffield Wednesday / 0,5 gols no primeiro tempo Ref: 1769269581824",--,--,-400.00,--,"4,167.09"
24-jan-26 12:08:37,"Leverkusen x Werder Bremen / 0,5 gols no primeiro tempo Ref: 1769267317823",270.40,--,--,--,"4,567.09"
24-jan-26 10:49:02,"Maccabi Netanya x Maccabi Haifa / 2,5 gols no primeiro tempo Ref: 1769262542822",296.69,--,--,--,"4,296.69"
23-jan-26 16:46:24,"Auxerre x PSG / 0,5 gols no primeiro tempo Ref: 1769197583821",--,--,-400.00,--,"4,000.00"
23-jan-26 15:49:05,"Hermannstadt x Dinamo Bucareste / 0,5 gols no primeiro tempo Ref: 1769194144820",--,--,-53.48,--,"4,400.00"
22-jan-26 21:55:26,"Union Santa Fe x CA Platense / Mais/Menos de 0,5 Gols Ref: 1769129726819",--,--,-32.56,--,"4,453.48"
22-jan-26 17:35:08,"Rangers x Ludogorets / 0,5 gols no primeiro tempo Ref: 1769114108818",368.05,--,--,--,"4,486.04"
22-jan-26 16:26:32,"Freiburg x Maccabi Tel Aviv / Mais/Menos de 0,5 Gols Ref: 1769109991817",202.80,--,--,--,"4,117.99"
21-jan-26 22:27:22,"Flamengo x Vasco da Gama / 0,5 gols no primeiro tempo Ref: 1769045241816",--,--,-400.00,--,"3,915.19"
21-jan-26 20:49:48,"Mirassol x Red Bull Bragantino / 0,5 gols no primeiro tempo Ref: 1769039388815",--,--,-400.00,--,"4,315.19"
21-jan-26 20:22:21,"São Paulo x Portuguesa-SP / 0,5 gols no primeiro tempo Ref: 1769037741814",--,--,-3.72,--,"4,715.19"
21-jan-26 19:50:26,"Botafogo x Volta Redonda / 0,5 gols no primeiro tempo Ref: 1769035826813",--,--,-281.09,--,"4,718.91"
21-jan-26 18:58:05,Withdrawal Ref: 1769032685812,--,--,-229.97,--,"5,000.00"
21-jan-26 18:53:41,"Chelsea x Pafos Fc / Mais/Menos de 1,5 Gols Ref: 1769032421811",--,--,-400.00,--,"5,229.97"
21-jan-26 17:48:45,"Bayern de Munique x Union St. Gilloise / 0,5 gols no primeiro tempo Ref: 1769028525810",--,--,-200.00,--,"5,629.97"
20-jan-26 18:25:05,"Sheffield Wednesday x Birmingham / Mais/Menos de 0,5 Gols Ref: 1768944304809",49.41,--,--,--,"5,829.97"
